Geo group,Geo group member,Year,Sex,Age group,GHE Cause,Mean value,Mean lower value,Mean upper value,Mean value [95% CI],Age-standardized rate,Age-standardized rate lower value,Age-standardized rate upper value,Age-standardized rate [95% CI]
WHO regions,4_Eur,2019,Female,35 to 39 years,Ischaemic Heart Disease,15155.363,9222.42,20534.21,15 155 [9 222 - 20 534],3.281,1.996,4.445,3.28 [2.00 - 4.45]
WHO regions,4_Eur,2019,Female,35 to 39 years,Stroke,11313.346,5047.891,19080.756,11 313 [5 048 - 19 081],2.449,1.093,4.13,2.45 [1.09 - 4.13]
WHO regions,4_Eur,2019,Female,35 to 39 years,Acute Lower Respiratory Infections,6869.361,3227.71,11473.538,6 869 [3 228 - 11 474],1.487,0.699,2.484,1.49 [0.70 - 2.48]
WHO regions,4_Eur,2019,Female,35 to 39 years,Chronic Obstructive Pulmonary Disease,3905.888,1100.319,8557.261,3 906 [1 100 - 8 557],0.846,0.238,1.852,0.85 [0.24 - 1.85]
WHO regions,4_Eur,2019,Female,35 to 39 years,Lung Cancer,1611.961,842.022,2683.537,1 612 [842 - 2 684],0.349,0.182,0.581,0.35 [0.18 - 0.58]
WHO regions,4_Eur,2019,Female,30 to 34 years,Ischaemic Heart Disease,8463.166,5241.949,11367.385,8 463 [5 242 - 11 367],1.917,1.187,2.574,1.92 [1.19 - 2.57]
WHO regions,4_Eur,2019,Female,30 to 34 years,Stroke,7360.225,3310.858,12346.259,7 360 [3 311 - 12 346],1.667,0.75,2.796,1.67 [0.75 - 2.80]
WHO regions,4_Eur,2019,Female,30 to 34 years,Acute Lower Respiratory Infections,5605.328,2773.673,9143.59,5 605 [2 774 - 9 144],1.27,0.628,2.071,1.27 [0.63 - 2.07]
WHO regions,4_Eur,2019,Female,30 to 34 years,Chronic Obstructive Pulmonary Disease,3183.207,908.248,6926.749,3 183 [908 - 6 927],0.721,0.206,1.569,0.72 [0.21 - 1.57]
WHO regions,4_Eur,2019,Female,30 to 34 years,Lung Cancer,821.709,429.895,1367.64,822 [430 - 1 368],0.186,0.097,0.31,0.19 [0.10 - 0.31]
WHO regions,4_Eur,2019,Female,25 to 29 years,Acute Lower Respiratory Infections,4427.958,2428.314,6829.533,4 428 [2 428 - 6 830],1.162,0.637,1.792,1.16 [0.64 - 1.79]
WHO regions,4_Eur,2019,Female,25 to 29 years,Stroke,4308.163,1971.66,7146.498,4 308 [1 972 - 7 146],1.13,0.517,1.875,1.13 [0.52 - 1.88]
WHO regions,4_Eur,2019,Female,25 to 29 years,Ischaemic Heart Disease,4237.286,2675.441,5626.663,4 237 [2 675 - 5 627],1.112,0.702,1.476,1.11 [0.70 - 1.48]
WHO regions,4_Eur,2019,Female,25 to 29 years,Chronic Obstructive Pulmonary Disease,2266.493,659.898,4878.251,2 266 [660 - 4 878],0.595,0.173,1.28,0.60 [0.17 - 1.28]
WHO regions,4_Eur,2019,Female,25 to 29 years,Lung Cancer,440.068,237.528,716.599,440 [238 - 717],0.116,0.062,0.188,0.12 [0.06 - 0.19]
WHO regions,4_Eur,2019,Female,20 to 24 years,Acute Lower Respiratory Infections,3841.76,2243.441,5706.484,3 842 [2 243 - 5 706],1.195,0.698,1.775,1.20 [0.70 - 1.78]
WHO regions,4_Eur,2019,Female,15 to 19 years,Acute Lower Respiratory Infections,3700.739,2177.405,5456.326,3 701 [2 177 - 5 456],1.248,0.735,1.841,1.25 [0.74 - 1.84]
WHO regions,4_Eur,2019,Female,10 to 14 years,Acute Lower Respiratory Infections,4948.16,2968.494,7215.296,4 948 [2 968 - 7 215],1.599,0.959,2.331,1.60 [0.96 - 2.33]
WHO regions,4_Eur,2019,Female,5 to 9 years,Acute Lower Respiratory Infections,7229.172,4372.802,10463.929,7 229 [4 373 - 10 464],2.246,1.359,3.251,2.25 [1.36 - 3.25]
WHO regions,4_Eur,2019,Female,0 to 4 years,Acute Lower Respiratory Infections,70902.901,43840.475,101291.116,70 903 [43 840 - 101 291],22.792,14.092,32.56,22.79 [14.09 - 32.56]
WHO regions,4_Eur,2019,Male,80 years and over,Ischaemic Heart Disease,667945.201,395526.987,904789.327,667 945 [395 527 - 904 789],70.5,41.747,95.498,70.50 [41.75 - 95.50]
WHO regions,4_Eur,2019,Male,80 years and over,Stroke,174594.038,75340.496,298133.789,174 594 [75 340 - 298 134],18.428,7.952,31.467,18.43 [7.95 - 31.47]
WHO regions,4_Eur,2019,Male,80 years and over,Chronic Obstructive Pulmonary Disease,105683.102,26180.357,245016.034,105 683 [26 180 - 245 016],11.155,2.763,25.861,11.16 [2.76 - 25.86]
WHO regions,4_Eur,2019,Male,80 years and over,Acute Lower Respiratory Infections,73434.555,30701.397,128060.641,73 435 [30 701 - 128 061],7.751,3.24,13.517,7.75 [3.24 - 13.52]
WHO regions,4_Eur,2019,Male,80 years and over,Lung Cancer,31022.041,15561.967,52979.398,31 022 [15 562 - 52 979],3.274,1.643,5.592,3.27 [1.64 - 5.59]
WHO regions,4_Eur,2019,Male,75 to 79 years,Ischaemic Heart Disease,372857.536,221412,505794.449,372 858 [221 412 - 505 794],50.552,30.019,68.576,50.55 [30.02 - 68.58]
WHO regions,4_Eur,2019,Male,75 to 79 years,Stroke,102400.073,44721.074,173837.757,102 400 [44 721 - 173 838],13.884,6.063,23.569,13.88 [6.06 - 23.57]
WHO regions,4_Eur,2019,Male,75 to 79 years,Chronic Obstructive Pulmonary Disease,60088.407,15275.52,137852.31,60 088 [15 276 - 137 852],8.147,2.071,18.69,8.15 [2.07 - 18.69]
WHO regions,4_Eur,2019,Male,75 to 79 years,Lung Cancer,35083.922,17781.01,59566.92,35 084 [17 781 - 59 567],4.757,2.411,8.076,4.76 [2.41 - 8.08]
WHO regions,4_Eur,2019,Male,75 to 79 years,Acute Lower Respiratory Infections,27048.853,11972.989,45932.191,27 049 [11 973 - 45 932],3.667,1.623,6.228,3.67 [1.62 - 6.23]
WHO regions,4_Eur,2019,Male,70 to 74 years,Ischaemic Heart Disease,427951.359,253421.409,582004.923,427 951 [253 421 - 582 005],58.154,34.437,79.088,58.15 [34.44 - 79.09]
WHO regions,4_Eur,2019,Male,70 to 74 years,Stroke,112853.009,49239.537,191967.442,112 853 [49 240 - 191 967],15.335,6.691,26.086,15.34 [6.69 - 26.09]
WHO regions,4_Eur,2019,Male,70 to 74 years,Chronic Obstructive Pulmonary Disease,65659.327,16709.689,150597.162,65 659 [16 710 - 150 597],8.922,2.271,20.464,8.92 [2.27 - 20.46]
WHO regions,4_Eur,2019,Male,70 to 74 years,Lung Cancer,58971.351,29863.32,100116.212,58 971 [29 863 - 100 116],8.014,4.058,13.605,8.01 [4.06 - 13.61]
WHO regions,4_Eur,2019,Male,70 to 74 years,Acute Lower Respiratory Infections,27767.543,12470.703,46745.224,27 768 [12 471 - 46 745],3.773,1.695,6.352,3.77 [1.70 - 6.35]
WHO regions,4_Eur,2019,Male,65 to 69 years,Ischaemic Heart Disease,538587.069,319055.018,734932.501,538 587 [319 055 - 734 933],74.983,44.419,102.319,74.98 [44.42 - 102.32]
WHO regions,4_Eur,2019,Male,65 to 69 years,Stroke,133101.782,58380.196,226347.295,133 102 [58 380 - 226 347],18.531,8.128,31.512,18.53 [8.13 - 31.51]
WHO regions,4_Eur,2019,Male,65 to 69 years,Lung Cancer,79752.021,40574.05,134944.193,79 752 [40 574 - 134 944],11.103,5.649,18.787,11.10 [5.65 - 18.79]
WHO regions,4_Eur,2019,Male,65 to 69 years,Chronic Obstructive Pulmonary Disease,63437.4,16377.164,144658.812,63 437 [16 377 - 144 659],8.832,2.28,20.14,8.83 [2.28 - 20.14]
WHO regions,4_Eur,2019,Male,65 to 69 years,Acute Lower Respiratory Infections,30539.118,13725.792,51424.707,30 539 [13 726 - 51 425],4.252,1.911,7.159,4.25 [1.91 - 7.16]
WHO regions,4_Eur,2019,Male,60 to 64 years,Ischaemic Heart Disease,516418.808,305065.669,706243.594,516 419 [305 066 - 706 244],74.767,44.167,102.25,74.77 [44.17 - 102.25]
WHO regions,4_Eur,2019,Male,60 to 64 years,Stroke,117771.86,51563.926,200692.798,117 772 [51 564 - 200 693],17.051,7.465,29.056,17.05 [7.47 - 29.06]
WHO regions,4_Eur,2019,Male,60 to 64 years,Lung Cancer,83503.147,42463.092,141362.424,83 503 [42 463 - 141 362],12.09,6.148,20.466,12.09 [6.15 - 20.47]
WHO regions,4_Eur,2019,Male,60 to 64 years,Chronic Obstructive Pulmonary Disease,51335.009,13250.085,117060.644,51 335 [13 250 - 117 061],7.432,1.918,16.948,7.43 [1.92 - 16.95]
WHO regions,4_Eur,2019,Male,60 to 64 years,Acute Lower Respiratory Infections,32114.763,14172.614,54544.645,32 115 [14 173 - 54 545],4.65,2.052,7.897,4.65 [2.05 - 7.90]
WHO regions,4_Eur,2019,Male,55 to 59 years,Ischaemic Heart Disease,406822.506,241481.966,555326.074,406 823 [241 482 - 555 326],62.854,37.309,85.798,62.85 [37.31 - 85.80]
WHO regions,4_Eur,2019,Male,55 to 59 years,Stroke,89603.756,39597.785,151996.36,89 604 [39 598 - 151 996],13.844,6.118,23.483,13.84 [6.12 - 23.48]
WHO regions,4_Eur,2019,Male,55 to 59 years,Lung Cancer,65896.375,33630.05,111338.811,65 896 [33 630 - 111 339],10.181,5.196,17.202,10.18 [5.20 - 17.20]
WHO regions,4_Eur,2019,Male,55 to 59 years,Chronic Obstructive Pulmonary Disease,34237.799,8886.629,77863.235,34 238 [8 887 - 77 863],5.29,1.373,12.03,5.29 [1.37 - 12.03]
WHO regions,4_Eur,2019,Male,55 to 59 years,Acute Lower Respiratory Infections,29673.74,12959.474,50747.549,29 674 [12 959 - 50 748],4.585,2.002,7.84,4.59 [2.00 - 7.84]
WHO regions,4_Eur,2019,Male,50 to 54 years,Ischaemic Heart Disease,267195.919,159302.916,363338.224,267 196 [159 303 - 363 338],47.796,28.496,64.994,47.80 [28.50 - 64.99]
WHO regions,4_Eur,2019,Male,50 to 54 years,Stroke,57440.968,25542.784,96921.608,57 441 [25 543 - 96 922],10.275,4.569,17.337,10.28 [4.57 - 17.34]
WHO regions,4_Eur,2019,Male,50 to 54 years,Lung Cancer,37982.891,19614.346,63737.869,37 983 [19 614 - 63 738],6.794,3.509,11.401,6.79 [3.51 - 11.40]
WHO regions,4_Eur,2019,Male,50 to 54 years,Acute Lower Respiratory Infections,23602.85,10337.255,40266.344,23 603 [10 337 - 40 266],4.222,1.849,7.203,4.22 [1.85 - 7.20]
WHO regions,4_Eur,2019,Male,50 to 54 years,Chronic Obstructive Pulmonary Disease,20876.408,5516.962,47125.113,20 876 [5 517 - 47 125],3.734,0.987,8.43,3.73 [0.99 - 8.43]
WHO regions,4_Eur,2019,Male,45 to 49 years,Ischaemic Heart Disease,178686.578,106496.997,243360.1,178 687 [106 497 - 243 360],34.852,20.772,47.466,34.85 [20.77 - 47.47]
WHO regions,4_Eur,2019,Male,45 to 49 years,Stroke,39800.762,17615.13,67354.897,39 801 [17 615 - 67 355],7.763,3.436,13.137,7.76 [3.44 - 13.14]
WHO regions,4_Eur,2019,Male,45 to 49 years,Acute Lower Respiratory Infections,22850.178,9903.076,39216.297,22 850 [9 903 - 39 216],4.457,1.932,7.649,4.46 [1.93 - 7.65]
WHO regions,4_Eur,2019,Male,45 to 49 years,Lung Cancer,19215.669,9983.338,32129.137,19 216 [9 983 - 32 129],3.748,1.947,6.267,3.75 [1.95 - 6.27]
WHO regions,4_Eur,2019,Male,45 to 49 years,Chronic Obstructive Pulmonary Disease,12049.133,3246.998,26991.24,12 049 [3 247 - 26 991],2.35,0.633,5.264,2.35 [0.63 - 5.26]
WHO regions,4_Eur,2019,Male,40 to 44 years,Ischaemic Heart Disease,112918.593,67087.737,154336.751,112 919 [67 088 - 154 337],23.342,13.868,31.904,23.34 [13.87 - 31.90]
WHO regions,4_Eur,2019,Male,40 to 44 years,Stroke,27191.407,11927.464,46280.592,27 191 [11 927 - 46 281],5.621,2.466,9.567,5.62 [2.47 - 9.57]
WHO regions,4_Eur,2019,Male,40 to 44 years,Acute Lower Respiratory Infections,21652.72,9311.799,37350.075,21 653 [9 312 - 37 350],4.476,1.925,7.721,4.48 [1.93 - 7.72]
WHO regions,4_Eur,2019,Male,40 to 44 years,Chronic Obstructive Pulmonary Disease,7084.569,1932.467,15785.3,7 085 [1 932 - 15 785],1.464,0.4,3.263,1.46 [0.40 - 3.26]
WHO regions,4_Eur,2019,Male,40 to 44 years,Lung Cancer,6758.914,3579.032,11160.989,6 759 [3 579 - 11 161],1.397,0.74,2.307,1.40 [0.74 - 2.31]
WHO regions,4_Eur,2019,Male,35 to 39 years,Ischaemic Heart Disease,61703.124,36716.058,84390.625,61 703 [36 716 - 84 391],13.308,7.919,18.202,13.31 [7.92 - 18.20]
WHO regions,4_Eur,2019,Male,35 to 39 years,Acute Lower Respiratory Infections,17838.575,7754.584,30670.759,17 839 [7 755 - 30 671],3.848,1.673,6.615,3.85 [1.67 - 6.62]
WHO regions,4_Eur,2019,Male,35 to 39 years,Stroke,16458.371,7217.762,28020.088,16 458 [7 218 - 28 020],3.55,1.557,6.043,3.55 [1.56 - 6.04]
WHO regions,4_Eur,2019,Male,35 to 39 years,Chronic Obstructive Pulmonary Disease,4561.911,1259.509,10099.099,4 562 [1 260 - 10 099],0.984,0.272,2.178,0.98 [0.27 - 2.18]
WHO regions,4_Eur,2019,Male,35 to 39 years,Lung Cancer,2814.923,1454.949,4718.375,2 815 [1 455 - 4 718],0.607,0.314,1.018,0.61 [0.31 - 1.02]
WHO regions,4_Eur,2019,Male,30 to 34 years,Ischaemic Heart Disease,30909.127,18515.539,42138.881,30 909 [18 516 - 42 139],6.866,4.113,9.36,6.87 [4.11 - 9.36]
WHO regions,4_Eur,2019,Male,30 to 34 years,Acute Lower Respiratory Infections,12095.776,5435.052,20493.651,12 096 [5 435 - 20 494],2.687,1.207,4.552,2.69 [1.21 - 4.55]
WHO regions,4_Eur,2019,Male,30 to 34 years,Stroke,9274.295,4101.511,15698.944,9 274 [4 102 - 15 699],2.06,0.911,3.487,2.06 [0.91 - 3.49]
WHO regions,4_Eur,2019,Male,30 to 34 years,Chronic Obstructive Pulmonary Disease,3283.079,920.905,7207.135,3 283 [921 - 7 207],0.729,0.204,1.601,0.73 [0.20 - 1.60]
WHO regions,4_Eur,2019,Male,30 to 34 years,Lung Cancer,1257.988,664.183,2074.887,1 258 [664 - 2 075],0.279,0.148,0.461,0.28 [0.15 - 0.46]
WHO regions,4_Eur,2019,Male,25 to 29 years,Ischaemic Heart Disease,12160.738,7424.841,16387.637,12 161 [7 425 - 16 388],3.073,1.877,4.142,3.07 [1.88 - 4.14]
WHO regions,4_Eur,2019,Male,25 to 29 years,Acute Lower Respiratory Infections,6764.903,3411.077,10839.689,6 765 [3 411 - 10 840],1.71,0.862,2.74,1.71 [0.86 - 2.74]
WHO regions,4_Eur,2019,Male,25 to 29 years,Stroke,4773.34,2174.879,7928.956,4 773 [2 175 - 7 929],1.206,0.55,2.004,1.21 [0.55 - 2.00]
WHO regions,4_Eur,2019,Male,25 to 29 years,Chronic Obstructive Pulmonary Disease,2196.226,633.942,4747.653,2 196 [634 - 4 748],0.555,0.16,1.2,0.56 [0.16 - 1.20]
WHO regions,4_Eur,2019,Male,25 to 29 years,Lung Cancer,613.206,329.92,998.114,613 [330 - 998],0.155,0.083,0.252,0.16 [0.08 - 0.25]
WHO regions,4_Eur,2019,Male,20 to 24 years,Acute Lower Respiratory Infections,5007.443,2744.01,7674.109,5 007 [2 744 - 7 674],1.484,0.814,2.275,1.48 [0.81 - 2.28]
WHO regions,4_Eur,2019,Male,15 to 19 years,Acute Lower Respiratory Infections,4847.338,2810.125,7208.2,4 847 [2 810 - 7 208],1.551,0.899,2.306,1.55 [0.90 - 2.31]
WHO regions,4_Eur,2019,Male,10 to 14 years,Acute Lower Respiratory Infections,5629.959,3383.874,8187.471,5 630 [3 384 - 8 187],1.722,1.035,2.505,1.72 [1.04 - 2.51]
WHO regions,4_Eur,2019,Male,5 to 9 years,Acute Lower Respiratory Infections,7635.695,4657.412,11005.918,7 636 [4 657 - 11 006],2.246,1.37,3.237,2.25 [1.37 - 3.24]
WHO regions,4_Eur,2019,Male,0 to 4 years,Acute Lower Respiratory Infections,96848.962,60117.8,138037.33,96 849 [60 118 - 138 037],29.481,18.3,42.019,29.48 [18.30 - 42.02]
WHO regions,4_Eur,2018,Female,80 years and over,Ischaemic Heart Disease,1231975.673,736585.395,1665726.757,1 231 976 [736 585 - 1 665 727],70.469,42.133,95.279,70.47 [42.13 - 95.28]
WHO regions,4_Eur,2018,Female,80 years and over,Stroke,392320.135,172312.896,659788.493,392 320 [172 313 - 659 788],22.441,9.856,37.74,22.44 [9.86 - 37.74]
WHO regions,4_Eur,2018,Female,80 years and over,Chronic Obstructive Pulmonary Disease,117600.321,30516.652,267753.439,117 600 [30 517 - 267 753],6.727,1.746,15.316,6.73 [1.75 - 15.32]
WHO regions,4_Eur,2018,Female,80 years and over,Acute Lower Respiratory Infections,104200.68,46443.254,175633.203,104 201 [46 443 - 175 633],5.96,2.657,10.046,5.96 [2.66 - 10.05]
WHO regions,4_Eur,2018,Female,80 years and over,Lung Cancer,16784.811,8533.966,28427.211,16 785 [8 534 - 28 427],0.96,0.488,1.626,0.96 [0.49 - 1.63]
WHO regions,4_Eur,2018,Female,75 to 79 years,Ischaemic Heart Disease,447318.216,267466.329,608354.752,447 318 [267 466 - 608 355],41.283,24.684,56.145,41.28 [24.68 - 56.15]
WHO regions,4_Eur,2018,Female,75 to 79 years,Stroke,160335.09,70840.608,269375.147,160 335 [70 841 - 269 375],14.797,6.538,24.86,14.80 [6.54 - 24.86]
WHO regions,4_Eur,2018,Female,75 to 79 years,Chronic Obstructive Pulmonary Disease,45488.936,12000.256,102836.535,45 489 [12 000 - 102 837],4.198,1.107,9.491,4.20 [1.11 - 9.49]
WHO regions,4_Eur,2018,Female,75 to 79 years,Acute Lower Respiratory Infections,24012.17,11509.37,39081.998,24 012 [11 509 - 39 082],2.216,1.062,3.607,2.22 [1.06 - 3.61]
WHO regions,4_Eur,2018,Female,75 to 79 years,Lung Cancer,15347.083,7830.488,25946.98,15 347 [7 830 - 25 947],1.416,0.723,2.395,1.42 [0.72 - 2.40]
WHO regions,4_Eur,2018,Female,70 to 74 years,Ischaemic Heart Disease,298593.4,180119.867,403221.553,298 593 [180 120 - 403 222],32.989,19.9,44.548,32.99 [19.90 - 44.55]
WHO regions,4_Eur,2018,Female,70 to 74 years,Stroke,111226.872,50012.835,184694.944,111 227 [50 013 - 184 695],12.289,5.526,20.405,12.29 [5.53 - 20.41]
WHO regions,4_Eur,2018,Female,70 to 74 years,Chronic Obstructive Pulmonary Disease,41101.09,10874.042,92779.456,41 101 [10 874 - 92 779],4.541,1.201,10.25,4.54 [1.20 - 10.25]
WHO regions,4_Eur,2018,Female,70 to 74 years,Lung Cancer,23168.474,11885.798,39001.189,23 168 [11 886 - 39 001],2.56,1.313,4.309,2.56 [1.31 - 4.31]
WHO regions,4_Eur,2018,Female,70 to 74 years,Acute Lower Respiratory Infections,17893.193,8711.166,28899.195,17 893 [8 711 - 28 899],1.977,0.962,3.193,1.98 [0.96 - 3.19]
WHO regions,4_Eur,2018,Female,65 to 69 years,Ischaemic Heart Disease,296843.103,178925.458,402933.196,296 843 [178 925 - 402 933],34.275,20.659,46.524,34.28 [20.66 - 46.52]
WHO regions,4_Eur,2018,Female,65 to 69 years,Stroke,110143.482,49428.322,183853.116,110 143 [49 428 - 183 853],12.718,5.707,21.228,12.72 [5.71 - 21.23]
WHO regions,4_Eur,2018,Female,65 to 69 years,Chronic Obstructive Pulmonary Disease,38020.011,10216.71,85206.666,38 020 [10 217 - 85 207],4.39,1.18,9.838,4.39 [1.18 - 9.84]
WHO regions,4_Eur,2018,Female,65 to 69 years,Lung Cancer,29157.965,15083.97,48772.787,29 158 [15 084 - 48 773],3.367,1.742,5.632,3.37 [1.74 - 5.63]
WHO regions,4_Eur,2018,Female,65 to 69 years,Acute Lower Respiratory Infections,16519.108,8162.985,26529.269,16 519 [8 163 - 26 529],1.907,0.943,3.063,1.91 [0.94 - 3.06]
WHO regions,4_Eur,2018,Female,60 to 64 years,Ischaemic Heart Disease,211679.445,128027.373,286824.523,211 679 [128 027 - 286 825],26.713,16.157,36.196,26.71 [16.16 - 36.20]
WHO regions,4_Eur,2018,Female,60 to 64 years,Stroke,82978.208,37500.7,138103.057,82 978 [37 501 - 138 103],10.472,4.732,17.428,10.47 [4.73 - 17.43]
WHO regions,4_Eur,2018,Female,60 to 64 years,Chronic Obstructive Pulmonary Disease,30749.537,8360.752,68540.797,30 750 [8 361 - 68 541],3.88,1.055,8.65,3.88 [1.06 - 8.65]
WHO regions,4_Eur,2018,Female,60 to 64 years,Lung Cancer,29702.299,15365.856,49690.146,29 702 [15 366 - 49 690],3.748,1.939,6.271,3.75 [1.94 - 6.27]
WHO regions,4_Eur,2018,Female,60 to 64 years,Acute Lower Respiratory Infections,14098.556,6875.86,22807.333,14 099 [6 876 - 22 807],1.779,0.868,2.878,1.78 [0.87 - 2.88]
WHO regions,4_Eur,2018,Female,55 to 59 years,Ischaemic Heart Disease,134277.837,81666.122,181625.408,134 278 [81 666 - 181 625],19.068,11.597,25.792,19.07 [11.60 - 25.79]
WHO regions,4_Eur,2018,Female,55 to 59 years,Stroke,60199.16,27421.606,99867.496,60 199 [27 422 - 99 867],8.549,3.894,14.182,8.55 [3.89 - 14.18]
WHO regions,4_Eur,2018,Female,55 to 59 years,Lung Cancer,23472.506,12104.255,39363.271,23 473 [12 104 - 39 363],3.333,1.719,5.59,3.33 [1.72 - 5.59]
WHO regions,4_Eur,2018,Female,55 to 59 years,Chronic Obstructive Pulmonary Disease,21624.851,5901.538,48134.824,21 625 [5 902 - 48 135],3.071,0.838,6.835,3.07 [0.84 - 6.84]
WHO regions,4_Eur,2018,Female,55 to 59 years,Acute Lower Respiratory Infections,11671.124,5649.962,19015.845,11 671 [5 650 - 19 016],1.657,0.802,2.7,1.66 [0.80 - 2.70]
WHO regions,4_Eur,2018,Female,50 to 54 years,Ischaemic Heart Disease,73521.369,44937.228,98950.507,73 521 [44 937 - 98 951],12.37,7.56,16.648,12.37 [7.56 - 16.65]
WHO regions,4_Eur,2018,Female,50 to 54 years,Stroke,39106.909,17848.562,64685.536,39 107 [17 849 - 64 686],6.58,3.003,10.883,6.58 [3.00 - 10.88]
WHO regions,4_Eur,2018,Female,50 to 54 years,Lung Cancer,14295.053,7398.987,23929.427,14 295 [7 399 - 23 929],2.405,1.245,4.026,2.41 [1.25 - 4.03]
WHO regions,4_Eur,2018,Female,50 to 54 years,Chronic Obstructive Pulmonary Disease,13884.95,3833.134,30754.641,13 885 [3 833 - 30 755],2.336,0.645,5.174,2.34 [0.65 - 5.17]
WHO regions,4_Eur,2018,Female,50 to 54 years,Acute Lower Respiratory Infections,8862.962,4297.902,14422.04,8 863 [4 298 - 14 422],1.491,0.723,2.426,1.49 [0.72 - 2.43]
WHO regions,4_Eur,2018,Female,45 to 49 years,Ischaemic Heart Disease,46037.902,28176.955,61982.558,46 038 [28 177 - 61 983],8.787,5.378,11.83,8.79 [5.38 - 11.83]
WHO regions,4_Eur,2018,Female,45 to 49 years,Stroke,26384.162,12013.98,43693.279,26 384 [12 014 - 43 693],5.036,2.293,8.34,5.04 [2.29 - 8.34]
WHO regions,4_Eur,2018,Female,45 to 49 years,Chronic Obstructive Pulmonary Disease,8403.703,2375.552,18416.822,8 404 [2 376 - 18 417],1.604,0.453,3.515,1.60 [0.45 - 3.52]
WHO regions,4_Eur,2018,Female,45 to 49 years,Acute Lower Respiratory Infections,8104.874,3881.986,13285.249,8 105 [3 882 - 13 285],1.547,0.741,2.536,1.55 [0.74 - 2.54]
WHO regions,4_Eur,2018,Female,45 to 49 years,Lung Cancer,7820.508,4071.873,13044.292,7 821 [4 072 - 13 044],1.493,0.777,2.49,1.49 [0.78 - 2.49]
WHO regions,4_Eur,2018,Female,40 to 44 years,Ischaemic Heart Disease,27330.268,16697.796,36914.64,27 330 [16 698 - 36 915],5.59,3.415,7.55,5.59 [3.42 - 7.55]
WHO regions,4_Eur,2018,Female,40 to 44 years,Stroke,17998.002,8161.231,29901.237,17 998 [8 161 - 29 901],3.681,1.669,6.116,3.68 [1.67 - 6.12]
WHO regions,4_Eur,2018,Female,40 to 44 years,Acute Lower Respiratory Infections,8150.722,3891.494,13402.226,8 151 [3 891 - 13 402],1.667,0.796,2.741,1.67 [0.80 - 2.74]
WHO regions,4_Eur,2018,Female,40 to 44 years,Chronic Obstructive Pulmonary Disease,5408.246,1557.995,11749.853,5 408 [1 558 - 11 750],1.106,0.319,2.403,1.11 [0.32 - 2.40]
WHO regions,4_Eur,2018,Female,40 to 44 years,Lung Cancer,3731.928,1964.53,6183.114,3 732 [1 965 - 6 183],0.763,0.402,1.265,0.76 [0.40 - 1.27]
WHO regions,4_Eur,2018,Female,35 to 39 years,Ischaemic Heart Disease,16242.4,9979.026,21929.372,16 242 [9 979 - 21 929],3.535,2.172,4.772,3.54 [2.17 - 4.77]
WHO regions,4_Eur,2018,Female,35 to 39 years,Stroke,11985.792,5445.894,19905.716,11 986 [5 446 - 19 906],2.608,1.185,4.332,2.61 [1.19 - 4.33]
WHO regions,4_Eur,2018,Female,35 to 39 years,Acute Lower Respiratory Infections,7565.944,3654.178,12415.534,7 566 [3 654 - 12 416],1.646,0.795,2.702,1.65 [0.80 - 2.70]
WHO regions,4_Eur,2018,Female,35 to 39 years,Chronic Obstructive Pulmonary Disease,4090.138,1195.385,8825.542,4 090 [1 195 - 8 826],0.89,0.26,1.921,0.89 [0.26 - 1.92]
WHO regions,4_Eur,2018,Female,35 to 39 years,Lung Cancer,1782.594,947.949,2930.974,1 783 [948 - 2 931],0.388,0.206,0.638,0.39 [0.21 - 0.64]
WHO regions,4_Eur,2018,Female,30 to 34 years,Ischaemic Heart Disease,9001.88,5619.032,12068.072,9 002 [5 619 - 12 068],2.039,1.273,2.734,2.04 [1.27 - 2.73]
WHO regions,4_Eur,2018,Female,30 to 34 years,Stroke,7833.79,3591.211,12935.853,7 834 [3 591 - 12 936],1.774,0.814,2.93,1.77 [0.81 - 2.93]
WHO regions,4_Eur,2018,Female,30 to 34 years,Acute Lower Respiratory Infections,6122.273,3088.468,9854.082,6 122 [3 088 - 9 854],1.387,0.7,2.232,1.39 [0.70 - 2.23]
WHO regions,4_Eur,2018,Female,30 to 34 years,Chronic Obstructive Pulmonary Disease,3329.846,985.679,7138.227,3 330 [986 - 7 138],0.754,0.223,1.617,0.75 [0.22 - 1.62]
WHO regions,4_Eur,2018,Female,30 to 34 years,Lung Cancer,874.25,465.89,1438.125,874 [466 - 1 438],0.198,0.106,0.326,0.20 [0.11 - 0.33]
WHO regions,4_Eur,2018,Female,25 to 29 years,Acute Lower Respiratory Infections,4956.345,2746.992,7597.527,4 956 [2 747 - 7 598],1.265,0.701,1.939,1.27 [0.70 - 1.94]
WHO regions,4_Eur,2018,Female,25 to 29 years,Stroke,4800.482,2228.321,7866.116,4 800 [2 228 - 7 866],1.225,0.569,2.008,1.23 [0.57 - 2.01]
WHO regions,4_Eur,2018,Female,25 to 29 years,Ischaemic Heart Disease,4743.594,3015.264,6296.266,4 744 [3 015 - 6 296],1.211,0.77,1.607,1.21 [0.77 - 1.61]
WHO regions,4_Eur,2018,Female,25 to 29 years,Chronic Obstructive Pulmonary Disease,2459.523,742.556,5219.978,2 460 [743 - 5 220],0.628,0.19,1.332,0.63 [0.19 - 1.33]
WHO regions,4_Eur,2018,Female,25 to 29 years,Lung Cancer,492.597,269.223,795.684,493 [269 - 796],0.126,0.069,0.203,0.13 [0.07 - 0.20]
